locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMAGBKIO_05359	CDS	783	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
IMAGBKIO_05360	CDS	1068		2.4.1.11	COG0438	Glycogen synthase
IMAGBKIO_05361	CDS	192				hypothetical protein
IMAGBKIO_05362	CDS	1314	rcsC_65	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_05363	CDS	2808	rcsC_66	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_05364	CDS	987				hypothetical protein
IMAGBKIO_05365	CDS	2556				hypothetical protein
IMAGBKIO_05366	CDS	216				hypothetical protein
IMAGBKIO_05367	CDS	2229	psaB1_2	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2 1
IMAGBKIO_05368	CDS	867			COG3861	putative protein
IMAGBKIO_05369	CDS	951				hypothetical protein
IMAGBKIO_05370	CDS	1290				hypothetical protein
IMAGBKIO_05371	CDS	807				hypothetical protein
IMAGBKIO_05372	CDS	1350			COG4325	putative protein
IMAGBKIO_05373	CDS	579				hypothetical protein
IMAGBKIO_05374	CDS	1032	yhhT_3		COG0628	Putative transport protein YhhT
IMAGBKIO_05375	CDS	1239	nhaP2_2		COG3263	K(+)/H(+) antiporter NhaP2
IMAGBKIO_05376	CDS	1833	rssB_12			Regulator of RpoS
IMAGBKIO_05377	CDS	1932	pbpG_2		COG0744	Penicillin-binding protein 2D
IMAGBKIO_05378	CDS	171				hypothetical protein
IMAGBKIO_05379	CDS	1932	pbpG_3		COG0744	Penicillin-binding protein 2D
IMAGBKIO_05380	CDS	1494	rcsC_67	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_05381	CDS	372	phoP_7		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IMAGBKIO_05382	CDS	636				hypothetical protein
IMAGBKIO_05383	CDS	804				hypothetical protein
IMAGBKIO_05384	CDS	2457				hypothetical protein
IMAGBKIO_05385	CDS	513				hypothetical protein
IMAGBKIO_05386	CDS	393				hypothetical protein
IMAGBKIO_05387	CDS	1230	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
IMAGBKIO_05388	CDS	369	yhjQ_2		COG1145	putative cysteine-rich protein YhjQ
IMAGBKIO_05389	CDS	471				hypothetical protein
IMAGBKIO_05390	CDS	303				hypothetical protein
IMAGBKIO_05391	tRNA	72				tRNA-Cys(gca)
IMAGBKIO_05392	CDS	801	cpdA_6	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IMAGBKIO_05393	CDS	600	cpcT1	4.-.-.-		Phycocyanobilin lyase CpcT
IMAGBKIO_05394	CDS	1227				hypothetical protein
IMAGBKIO_05395	CDS	1266	mgtA_2	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
IMAGBKIO_05396	CDS	1230				hypothetical protein
IMAGBKIO_05397	CDS	1260				hypothetical protein
IMAGBKIO_05398	CDS	468				hypothetical protein
IMAGBKIO_05399	CDS	1002	auaH_2	1.1.1.394		Aurachin B dehydrogenase
IMAGBKIO_05400	CDS	1179				hypothetical protein
IMAGBKIO_05401	CDS	1200				hypothetical protein
IMAGBKIO_05402	CDS	1344	noc_1			Nucleoid occlusion protein
IMAGBKIO_05403	CDS	279				hypothetical protein
IMAGBKIO_05404	CDS	117				hypothetical protein
IMAGBKIO_05405	CDS	4626	acpP_2			Acyl carrier protein
IMAGBKIO_05406	CDS	651				hypothetical protein
IMAGBKIO_05407	CDS	1713				hypothetical protein
IMAGBKIO_05408	CDS	1362	ppsB	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsB
IMAGBKIO_05409	CDS	3330	ppsE	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
IMAGBKIO_05410	CDS	1659	pksE_2		COG0331	Polyketide biosynthesis protein PksE
IMAGBKIO_05411	CDS	1521	lgrD_4			Linear gramicidin synthase subunit D
IMAGBKIO_05412	CDS	864				hypothetical protein
IMAGBKIO_05413	CDS	714				hypothetical protein
IMAGBKIO_05414	CDS	828	pkn1	2.7.11.1		Serine/threonine-protein kinase Pkn1
IMAGBKIO_05415	CDS	1047	tmpC		COG1744	Membrane lipoprotein TmpC
IMAGBKIO_05416	CDS	1476	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
IMAGBKIO_05417	CDS	564				hypothetical protein
IMAGBKIO_05418	CDS	189				hypothetical protein
IMAGBKIO_05419	CDS	282				hypothetical protein
IMAGBKIO_05420	CDS	477				hypothetical protein
IMAGBKIO_05421	CDS	1053	rfuC		COG4603	putative riboflavin import permease protein RfuC
IMAGBKIO_05422	CDS	939				hypothetical protein
IMAGBKIO_05423	CDS	456				hypothetical protein
IMAGBKIO_05424	CDS	621	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IMAGBKIO_05425	CDS	393				hypothetical protein
IMAGBKIO_05426	CDS	384			COG3039	IS5 family transposase ISAva7
IMAGBKIO_05427	CDS	786				ISL3 family transposase ISAcma23
IMAGBKIO_05428	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05429	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05430	CDS	249				hypothetical protein
IMAGBKIO_05431	CDS	351				hypothetical protein
IMAGBKIO_05432	CDS	870				IS200/IS605 family transposase ISAsp13
IMAGBKIO_05433	CDS	420				hypothetical protein
IMAGBKIO_05434	CDS	1455	hlyD_4			Hemolysin secretion protein D, chromosomal
IMAGBKIO_05435	CDS	972				hypothetical protein
IMAGBKIO_05436	CDS	981				hypothetical protein
IMAGBKIO_05437	CDS	303				hypothetical protein
IMAGBKIO_05438	CDS	2145	lagD_4	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IMAGBKIO_05439	CDS	513	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
IMAGBKIO_05440	CDS	768				hypothetical protein
IMAGBKIO_05441	CDS	429				hypothetical protein
IMAGBKIO_05442	CDS	180				hypothetical protein
IMAGBKIO_05443	CDS	882				hypothetical protein
IMAGBKIO_05444	CDS	576				hypothetical protein
IMAGBKIO_05445	CDS	459				hypothetical protein
IMAGBKIO_05446	CDS	603				hypothetical protein
IMAGBKIO_05447	CDS	288				hypothetical protein
IMAGBKIO_05448	CDS	1224				hypothetical protein
IMAGBKIO_05449	CDS	789			COG3039	IS5 family transposase ISAcma43
IMAGBKIO_05450	CDS	159				hypothetical protein
IMAGBKIO_05451	CDS	3306	rapA_3	3.6.4.-		RNA polymerase-associated protein RapA
IMAGBKIO_05452	CDS	1095				hypothetical protein
IMAGBKIO_05453	CDS	207				hypothetical protein
IMAGBKIO_05454	CDS	693				hypothetical protein
IMAGBKIO_05455	CDS	3399				hypothetical protein
IMAGBKIO_05456	CDS	756				hypothetical protein
IMAGBKIO_05457	CDS	459				hypothetical protein
IMAGBKIO_05458	CDS	783				hypothetical protein
IMAGBKIO_05459	CDS	279				hypothetical protein
IMAGBKIO_05460	CDS	489				hypothetical protein
IMAGBKIO_05461	CDS	267				hypothetical protein
IMAGBKIO_05462	CDS	297				hypothetical protein
IMAGBKIO_05463	CDS	204				hypothetical protein
IMAGBKIO_05464	CDS	264				hypothetical protein
IMAGBKIO_05465	CDS	189				hypothetical protein
IMAGBKIO_05466	CDS	1062				hypothetical protein
IMAGBKIO_05467	CDS	450				hypothetical protein
IMAGBKIO_05468	CDS	210				hypothetical protein
IMAGBKIO_05469	CDS	258				hypothetical protein
IMAGBKIO_05470	CDS	1626	ftsH_5	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
IMAGBKIO_05471	CDS	243				hypothetical protein
IMAGBKIO_05472	CDS	546				hypothetical protein
IMAGBKIO_05473	CDS	891				hypothetical protein
IMAGBKIO_05474	CDS	156				hypothetical protein
IMAGBKIO_05475	CDS	219				hypothetical protein
IMAGBKIO_05476	CDS	510		2.3.1.-	COG1670	Acetyltransferase
IMAGBKIO_05477	CDS	375				hypothetical protein
IMAGBKIO_05478	CDS	525				hypothetical protein
IMAGBKIO_05479	CDS	567				hypothetical protein
IMAGBKIO_05480	CDS	264				hypothetical protein
IMAGBKIO_05481	CDS	342				hypothetical protein
IMAGBKIO_05482	CDS	417				hypothetical protein
IMAGBKIO_05483	CDS	717				hypothetical protein
IMAGBKIO_05484	CDS	132				hypothetical protein
IMAGBKIO_05485	CDS	156				hypothetical protein
IMAGBKIO_05486	CDS	414				hypothetical protein
IMAGBKIO_05487	CDS	705				hypothetical protein
IMAGBKIO_05488	CDS	1821				hypothetical protein
IMAGBKIO_05489	CDS	1002				hypothetical protein
IMAGBKIO_05490	CDS	120				hypothetical protein
IMAGBKIO_05491	CDS	306				hypothetical protein
IMAGBKIO_05492	CDS	162				hypothetical protein
IMAGBKIO_05493	CDS	672				hypothetical protein
IMAGBKIO_05494	CDS	612	aadB	2.7.7.46		2''-aminoglycoside nucleotidyltransferase
IMAGBKIO_05495	CDS	2247	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
IMAGBKIO_05496	CDS	3570				hypothetical protein
IMAGBKIO_05497	CDS	687	cbbY	3.1.3.-	COG0637	Protein CbbY
IMAGBKIO_05498	CDS	294				hypothetical protein
IMAGBKIO_05499	CDS	387				hypothetical protein
IMAGBKIO_05500	CDS	414				hypothetical protein
IMAGBKIO_05501	CDS	1029	xerC_2			Tyrosine recombinase XerC
IMAGBKIO_05502	CDS	468				hypothetical protein
IMAGBKIO_05503	CDS	675				hypothetical protein
IMAGBKIO_05504	CDS	702				hypothetical protein
IMAGBKIO_05505	CDS	312				hypothetical protein
IMAGBKIO_05506	CDS	939				hypothetical protein
IMAGBKIO_05507	CDS	789	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
IMAGBKIO_05508	CDS	1119	noc_2			Nucleoid occlusion protein
IMAGBKIO_05509	CDS	579				hypothetical protein
IMAGBKIO_05510	CDS	1068				IS200/IS605 family transposase ISNsp3
IMAGBKIO_05511	CDS	402				hypothetical protein
IMAGBKIO_05512	CDS	246				hypothetical protein
IMAGBKIO_05513	CDS	447				hypothetical protein
IMAGBKIO_05514	CDS	4341				hypothetical protein
IMAGBKIO_05515	CDS	198				hypothetical protein
IMAGBKIO_05516	CDS	471				hypothetical protein
IMAGBKIO_05517	CDS	324				hypothetical protein
IMAGBKIO_05518	CDS	315	cutA		COG1324	Divalent-cation tolerance protein CutA
IMAGBKIO_05519	CDS	678				hypothetical protein
IMAGBKIO_05520	CDS	561		2.3.1.-	COG1670	Acetyltransferase
IMAGBKIO_05521	CDS	1203				hypothetical protein
IMAGBKIO_05522	CDS	324				hypothetical protein
IMAGBKIO_05523	CDS	1113				hypothetical protein
IMAGBKIO_05524	CDS	309				hypothetical protein
IMAGBKIO_05525	CDS	483				hypothetical protein
IMAGBKIO_05526	CDS	1029	pkwA_5	2.7.11.1		putative serine/threonine-protein kinase PkwA
IMAGBKIO_05527	CDS	582				hypothetical protein
IMAGBKIO_05528	CDS	324				hypothetical protein
IMAGBKIO_05529	CDS	285				hypothetical protein
IMAGBKIO_05530	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05531	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05532	CDS	1038				hypothetical protein
IMAGBKIO_05533	CDS	99				hypothetical protein
IMAGBKIO_05534	CDS	336				hypothetical protein
IMAGBKIO_05535	CDS	144				hypothetical protein
IMAGBKIO_05536	CDS	432				hypothetical protein
IMAGBKIO_05537	CDS	855				hypothetical protein
IMAGBKIO_05538	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05539	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05540	CDS	516				hypothetical protein
IMAGBKIO_05541	CDS	192				hypothetical protein
IMAGBKIO_05542	CDS	1113			COG3385	IS4 family transposase ISAsp3
IMAGBKIO_05543	CDS	306				hypothetical protein
IMAGBKIO_05544	CDS	309				hypothetical protein
IMAGBKIO_05545	CDS	201				hypothetical protein
IMAGBKIO_05546	CDS	612				hypothetical protein
IMAGBKIO_05547	CDS	2085				hypothetical protein
IMAGBKIO_05548	CDS	1389	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
IMAGBKIO_05549	CDS	1002				hypothetical protein
IMAGBKIO_05550	CDS	1761				hypothetical protein
IMAGBKIO_05551	CDS	1110				hypothetical protein
IMAGBKIO_05552	CDS	1956				hypothetical protein
IMAGBKIO_05553	CDS	2151				hypothetical protein
IMAGBKIO_05554	CDS	9252				hypothetical protein
IMAGBKIO_05555	CDS	3570				hypothetical protein
IMAGBKIO_05556	CDS	6894				hypothetical protein
IMAGBKIO_05557	CDS	414				hypothetical protein
IMAGBKIO_05558	CDS	918	mrr		COG1715	Mrr restriction system protein
IMAGBKIO_05559	CDS	2121				hypothetical protein
IMAGBKIO_05560	CDS	1104				hypothetical protein
IMAGBKIO_05561	CDS	801				hypothetical protein
IMAGBKIO_05562	CDS	1635				hypothetical protein
IMAGBKIO_05563	CDS	333				hypothetical protein
IMAGBKIO_05564	CDS	897				hypothetical protein
IMAGBKIO_05565	CDS	327				hypothetical protein
IMAGBKIO_05566	CDS	207				hypothetical protein
IMAGBKIO_05567	CDS	813				hypothetical protein
IMAGBKIO_05568	CDS	312				hypothetical protein
IMAGBKIO_05569	CDS	255				hypothetical protein
IMAGBKIO_05570	CDS	459				hypothetical protein
IMAGBKIO_05571	CDS	1662				hypothetical protein
IMAGBKIO_05572	CDS	1266				hypothetical protein
IMAGBKIO_05573	CDS	405				hypothetical protein
IMAGBKIO_05574	CDS	588				hypothetical protein
IMAGBKIO_05575	CDS	345				hypothetical protein
IMAGBKIO_05576	CDS	1227				hypothetical protein
IMAGBKIO_05577	CDS	228				hypothetical protein
IMAGBKIO_05578	CDS	333				hypothetical protein
IMAGBKIO_05579	CDS	258				hypothetical protein
IMAGBKIO_05580	CDS	1890				hypothetical protein
IMAGBKIO_05581	CDS	1224				IS200/IS605 family transposase ISAsp18
IMAGBKIO_05582	CDS	291				hypothetical protein
IMAGBKIO_05583	CDS	366				hypothetical protein
IMAGBKIO_05584	CDS	1221				ISL3 family transposase ISAsp1
IMAGBKIO_05585	CDS	807				hypothetical protein
IMAGBKIO_05586	CDS	450			COG2764	putative protein
IMAGBKIO_05587	CDS	423	udk	2.7.1.48		Uridine kinase
IMAGBKIO_05588	CDS	552				hypothetical protein
IMAGBKIO_05589	CDS	474				hypothetical protein
IMAGBKIO_05590	CDS	534				hypothetical protein
IMAGBKIO_05591	CDS	510				hypothetical protein
IMAGBKIO_05592	CDS	1215				hypothetical protein
IMAGBKIO_05593	CDS	459				hypothetical protein
IMAGBKIO_05594	CDS	840				hypothetical protein
IMAGBKIO_05595	CDS	3168				hypothetical protein
IMAGBKIO_05596	CDS	645				hypothetical protein
IMAGBKIO_05597	CDS	483				hypothetical protein
IMAGBKIO_05598	CDS	474				hypothetical protein
IMAGBKIO_05599	CDS	270				hypothetical protein
IMAGBKIO_05600	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05601	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05602	CDS	207				hypothetical protein
IMAGBKIO_05603	CDS	951	sigA2_4		COG0568	RNA polymerase sigma factor SigA2
IMAGBKIO_05604	CDS	189				hypothetical protein
IMAGBKIO_05605	CDS	168				hypothetical protein
IMAGBKIO_05606	CDS	441				hypothetical protein
IMAGBKIO_05607	CDS	348				hypothetical protein
IMAGBKIO_05608	CDS	546	pepE	3.4.13.21	COG3340	Peptidase E
IMAGBKIO_05609	CDS	138				hypothetical protein
IMAGBKIO_05610	CDS	1416				hypothetical protein
IMAGBKIO_05611	CDS	390				hypothetical protein
IMAGBKIO_05612	CDS	2097				hypothetical protein
IMAGBKIO_05613	CDS	1176				hypothetical protein
IMAGBKIO_05614	CDS	1290				hypothetical protein
IMAGBKIO_05615	CDS	3576				hypothetical protein
IMAGBKIO_05616	CDS	4791				hypothetical protein
IMAGBKIO_05617	CDS	537				hypothetical protein
IMAGBKIO_05618	CDS	405				hypothetical protein
IMAGBKIO_05619	CDS	405				hypothetical protein
IMAGBKIO_05620	CDS	1203				hypothetical protein
IMAGBKIO_05621	CDS	1848	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_05622	CDS	1242				hypothetical protein
IMAGBKIO_05623	CDS	465				hypothetical protein
IMAGBKIO_05624	CDS	1707				hypothetical protein
IMAGBKIO_05625	CDS	1620	ftsH_6	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
IMAGBKIO_05626	CDS	561				hypothetical protein
IMAGBKIO_05627	CDS	543				hypothetical protein
IMAGBKIO_05628	CDS	960	xerC_3		COG4973	Tyrosine recombinase XerC
IMAGBKIO_05629	CDS	606				hypothetical protein
IMAGBKIO_05630	CDS	360				hypothetical protein
IMAGBKIO_05631	CDS	309				hypothetical protein
IMAGBKIO_05632	CDS	2820				hypothetical protein
IMAGBKIO_05633	CDS	717				hypothetical protein
IMAGBKIO_05634	CDS	1113				hypothetical protein
IMAGBKIO_05635	CDS	795				hypothetical protein
IMAGBKIO_05636	CDS	1542				hypothetical protein
IMAGBKIO_05637	CDS	741				hypothetical protein
IMAGBKIO_05638	CDS	1197				hypothetical protein
IMAGBKIO_05639	CDS	1770				hypothetical protein
IMAGBKIO_05640	CDS	492				hypothetical protein
IMAGBKIO_05641	CDS	3684				hypothetical protein
IMAGBKIO_05642	CDS	786				hypothetical protein
IMAGBKIO_05643	CDS	243				hypothetical protein
IMAGBKIO_05644	CDS	708	rcsC_68	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_05645	CDS	657	liaR_3		COG2197	Transcriptional regulatory protein LiaR
IMAGBKIO_05646	CDS	597				hypothetical protein
IMAGBKIO_05647	CDS	687				hypothetical protein
IMAGBKIO_05648	CDS	1047				hypothetical protein
IMAGBKIO_05649	CDS	327				hypothetical protein
IMAGBKIO_05650	CDS	663				hypothetical protein
IMAGBKIO_05651	CDS	618				hypothetical protein
IMAGBKIO_05652	CDS	540				hypothetical protein
IMAGBKIO_05653	CDS	3633				hypothetical protein
IMAGBKIO_05654	CDS	1209				IS200/IS605 family transposase IS891
IMAGBKIO_05655	CDS	408				hypothetical protein
IMAGBKIO_05656	CDS	1533				hypothetical protein
IMAGBKIO_05657	CDS	1209				IS200/IS605 family transposase IS891
IMAGBKIO_05658	CDS	1755				hypothetical protein
IMAGBKIO_05659	CDS	1026				hypothetical protein
IMAGBKIO_05660	CDS	2469				hypothetical protein
IMAGBKIO_05661	CDS	2532				hypothetical protein
IMAGBKIO_05662	CDS	504				hypothetical protein
IMAGBKIO_05663	CDS	282				hypothetical protein
IMAGBKIO_05664	CDS	651				hypothetical protein
IMAGBKIO_05665	CDS	930				hypothetical protein
IMAGBKIO_05666	CDS	405				hypothetical protein
IMAGBKIO_05667	CDS	1575				hypothetical protein
IMAGBKIO_05668	CDS	1329				hypothetical protein
IMAGBKIO_05669	CDS	1821				hypothetical protein
IMAGBKIO_05670	CDS	513				hypothetical protein
IMAGBKIO_05671	CDS	1224				IS200/IS605 family transposase ISDra2
IMAGBKIO_05672	CDS	222				hypothetical protein
IMAGBKIO_05673	CDS	1650			COG3039	IS5 family transposase ISAcma45
IMAGBKIO_05674	CDS	465				hypothetical protein
IMAGBKIO_05675	CDS	459				hypothetical protein
IMAGBKIO_05676	CDS	321				hypothetical protein
IMAGBKIO_05677	CDS	402				hypothetical protein
IMAGBKIO_05678	CDS	450	dinB	2.7.7.7		DNA polymerase IV
IMAGBKIO_05679	CDS	1500	carC_2	1.3.99.26	COG1233	All-trans-zeta-carotene desaturase
IMAGBKIO_05680	CDS	198				hypothetical protein
IMAGBKIO_05681	CDS	240				hypothetical protein
IMAGBKIO_05682	CDS	192				hypothetical protein
IMAGBKIO_05683	CDS	354				hypothetical protein
IMAGBKIO_05684	CDS	201				hypothetical protein
IMAGBKIO_05685	CDS	885				hypothetical protein
IMAGBKIO_05686	CDS	867	nucA_1	3.1.30.-		Nuclease
IMAGBKIO_05687	CDS	402				hypothetical protein
IMAGBKIO_05688	CDS	225				hypothetical protein
IMAGBKIO_05689	CDS	666				hypothetical protein
IMAGBKIO_05690	CDS	381				hypothetical protein
IMAGBKIO_05691	CDS	273				hypothetical protein
IMAGBKIO_05692	CDS	1323				hypothetical protein
IMAGBKIO_05693	CDS	1494				ISNCY family transposase ISAzs34
IMAGBKIO_05694	CDS	477				hypothetical protein
IMAGBKIO_05695	CDS	717				hypothetical protein
IMAGBKIO_05696	CDS	393				hypothetical protein
IMAGBKIO_05697	CDS	384				hypothetical protein
IMAGBKIO_05698	CDS	324				hypothetical protein
IMAGBKIO_05699	CDS	1365	dnaB_2	3.6.4.12		Replicative DNA helicase
IMAGBKIO_05700	CDS	1335				hypothetical protein
IMAGBKIO_05701	CDS	459				hypothetical protein
IMAGBKIO_05702	CDS	1284				hypothetical protein
IMAGBKIO_05703	CDS	306				hypothetical protein
IMAGBKIO_05704	CDS	240				hypothetical protein
IMAGBKIO_05705	CDS	633				hypothetical protein
IMAGBKIO_05706	CDS	240				hypothetical protein
IMAGBKIO_05707	CDS	255				hypothetical protein
IMAGBKIO_05708	CDS	255				hypothetical protein
IMAGBKIO_05709	CDS	360				hypothetical protein
IMAGBKIO_05710	CDS	312				hypothetical protein
IMAGBKIO_05711	CDS	936				hypothetical protein
IMAGBKIO_05712	CDS	459				hypothetical protein
IMAGBKIO_05713	CDS	834				hypothetical protein
IMAGBKIO_05714	CDS	198				hypothetical protein
IMAGBKIO_05715	CDS	315				hypothetical protein
IMAGBKIO_05716	CDS	1005				hypothetical protein
IMAGBKIO_05717	CDS	327				hypothetical protein
IMAGBKIO_05718	CDS	183				hypothetical protein
IMAGBKIO_05719	CDS	381				hypothetical protein
IMAGBKIO_05720	CDS	2211	lagD_5	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IMAGBKIO_05721	CDS	132				hypothetical protein
IMAGBKIO_05722	CDS	120				hypothetical protein
IMAGBKIO_05723	CDS	135				hypothetical protein
IMAGBKIO_05724	CDS	135				hypothetical protein
IMAGBKIO_05725	CDS	135				hypothetical protein
IMAGBKIO_05726	CDS	135				hypothetical protein
IMAGBKIO_05727	CDS	2142	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_05728	CDS	1449	smc_8			Chromosome partition protein Smc
IMAGBKIO_05729	CDS	846				hypothetical protein
IMAGBKIO_05730	CDS	738				hypothetical protein
IMAGBKIO_05731	CDS	807				hypothetical protein
IMAGBKIO_05732	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05733	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05734	CDS	15894				hypothetical protein
IMAGBKIO_05735	CDS	1221				ISL3 family transposase ISAsp1
IMAGBKIO_05736	CDS	396				hypothetical protein
IMAGBKIO_05737	CDS	732				hypothetical protein
IMAGBKIO_05738	CDS	765				hypothetical protein
IMAGBKIO_05739	CDS	2346				hypothetical protein
IMAGBKIO_05740	CDS	1215				hypothetical protein
IMAGBKIO_05741	CDS	1152				hypothetical protein
IMAGBKIO_05742	CDS	2067				hypothetical protein
IMAGBKIO_05743	CDS	1503	hlyD_5			Hemolysin secretion protein D, chromosomal
IMAGBKIO_05744	CDS	2928	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_05745	CDS	792	surA_2	5.2.1.8		Chaperone SurA
IMAGBKIO_05746	CDS	222				hypothetical protein
IMAGBKIO_05747	CDS	741				hypothetical protein
IMAGBKIO_05748	CDS	2607				hypothetical protein
IMAGBKIO_05749	CDS	462				hypothetical protein
IMAGBKIO_05750	CDS	945				hypothetical protein
IMAGBKIO_05751	CDS	837				hypothetical protein
IMAGBKIO_05752	CDS	189				hypothetical protein
IMAGBKIO_05753	CDS	558				hypothetical protein
IMAGBKIO_05754	CDS	1494				ISNCY family transposase ISAzs34
IMAGBKIO_05755	CDS	510	hel		COG2503	Lipoprotein E
IMAGBKIO_05756	CDS	1212				IS200/IS605 family transposase ISAsp18
IMAGBKIO_05757	CDS	522				hypothetical protein
IMAGBKIO_05758	CDS	156				hypothetical protein
IMAGBKIO_05759	CDS	141				hypothetical protein
IMAGBKIO_05760	CDS	1260				IS200/IS605 family transposase ISSoc3
IMAGBKIO_05761	CDS	351				hypothetical protein
IMAGBKIO_05762	CDS	705				hypothetical protein
IMAGBKIO_05763	CDS	867				hypothetical protein
IMAGBKIO_05764	CDS	528				hypothetical protein
IMAGBKIO_05765	CDS	606				hypothetical protein
IMAGBKIO_05766	CDS	1080	pfp_2	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
IMAGBKIO_05767	CDS	864				hypothetical protein
IMAGBKIO_05768	CDS	390				hypothetical protein
IMAGBKIO_05769	CDS	279				hypothetical protein
IMAGBKIO_05770	CDS	909				hypothetical protein
IMAGBKIO_05771	CDS	456	nuc	3.1.31.1	COG1525	Thermonuclease
IMAGBKIO_05772	CDS	756				hypothetical protein
IMAGBKIO_05773	CDS	102				hypothetical protein
IMAGBKIO_05774	CDS	912				hypothetical protein
IMAGBKIO_05775	CDS	789				hypothetical protein
IMAGBKIO_05776	CDS	309				hypothetical protein
IMAGBKIO_05777	CDS	1383				hypothetical protein
IMAGBKIO_05778	CDS	375				hypothetical protein
IMAGBKIO_05779	CDS	1221				ISL3 family transposase ISAsp1
IMAGBKIO_05780	CDS	621	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
IMAGBKIO_05781	CDS	801				hypothetical protein
IMAGBKIO_05782	CDS	789	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
IMAGBKIO_05783	CDS	639	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
IMAGBKIO_05784	CDS	375				hypothetical protein
IMAGBKIO_05785	CDS	141				hypothetical protein
IMAGBKIO_05786	CDS	231				hypothetical protein
IMAGBKIO_05787	CDS	1023	nucS	3.1.-.-		Endonuclease NucS
IMAGBKIO_05788	CDS	357				hypothetical protein
IMAGBKIO_05789	CDS	201				hypothetical protein
IMAGBKIO_05790	CDS	405				hypothetical protein
IMAGBKIO_05791	CDS	408				hypothetical protein
IMAGBKIO_05792	CDS	825	nucA_2	3.1.30.-		Nuclease
IMAGBKIO_05793	CDS	258				hypothetical protein
IMAGBKIO_05794	CDS	114				hypothetical protein
IMAGBKIO_05795	CDS	381				hypothetical protein
IMAGBKIO_05796	CDS	273				hypothetical protein
IMAGBKIO_05797	CDS	861				hypothetical protein
IMAGBKIO_05798	CDS	345				hypothetical protein
IMAGBKIO_05799	CDS	495				hypothetical protein
IMAGBKIO_05800	CDS	762				hypothetical protein
IMAGBKIO_05801	CDS	393				hypothetical protein
IMAGBKIO_05802	CDS	240				hypothetical protein
IMAGBKIO_05803	CDS	810				hypothetical protein
IMAGBKIO_05804	CDS	399				hypothetical protein
IMAGBKIO_05805	CDS	777				hypothetical protein
IMAGBKIO_05806	CDS	744				ISNCY family transposase ISAzs34
IMAGBKIO_05807	CDS	702				ISNCY family transposase ISAzs34
IMAGBKIO_05808	CDS	1926				hypothetical protein
IMAGBKIO_05809	CDS	1011				hypothetical protein
IMAGBKIO_05810	CDS	636				hypothetical protein
IMAGBKIO_05811	CDS	108				hypothetical protein
IMAGBKIO_05812	CDS	1404				hypothetical protein
IMAGBKIO_05813	CDS	699				hypothetical protein
IMAGBKIO_05814	CDS	372				hypothetical protein
IMAGBKIO_05815	CDS	174				hypothetical protein
IMAGBKIO_05816	CDS	402				hypothetical protein
IMAGBKIO_05817	CDS	306				hypothetical protein
IMAGBKIO_05818	CDS	204			COG3039	IS5 family transposase ISAva7
