locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHHDGJBG_02832	CDS	636				Iron-sulfur cluster carrier protein
KHHDGJBG_02833	CDS	522				hypothetical protein
KHHDGJBG_02834	CDS	552				hypothetical protein
KHHDGJBG_02835	CDS	1530				hypothetical protein
KHHDGJBG_02836	CDS	726	walR_3		COG0745	Transcriptional regulatory protein WalR
KHHDGJBG_02837	CDS	747	pcyA	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
KHHDGJBG_02838	CDS	270				hypothetical protein
KHHDGJBG_02839	CDS	687				IS701 family transposase IS701
KHHDGJBG_02840	CDS	1380	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
KHHDGJBG_02841	CDS	957				hypothetical protein
KHHDGJBG_02842	CDS	747	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
KHHDGJBG_02843	CDS	1488				hypothetical protein
KHHDGJBG_02844	CDS	2187	ppk	2.7.4.1	COG0855	Polyphosphate kinase
KHHDGJBG_02845	CDS	195				hypothetical protein
KHHDGJBG_02846	CDS	222				hypothetical protein
KHHDGJBG_02847	CDS	294	minE			Cell division topological specificity factor
KHHDGJBG_02848	CDS	801	minD		COG2894	Septum site-determining protein MinD
KHHDGJBG_02849	CDS	744	minC			septum site-determining protein MinC
KHHDGJBG_02850	CDS	633				hypothetical protein
KHHDGJBG_02851	CDS	708				hypothetical protein
KHHDGJBG_02852	CDS	585				hypothetical protein
KHHDGJBG_02853	CDS	2457	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KHHDGJBG_02854	CDS	2307				hypothetical protein
KHHDGJBG_02855	CDS	969	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KHHDGJBG_02856	CDS	1011	moaA_3			GTP 3',8-cyclase
KHHDGJBG_02857	CDS	630				hypothetical protein
KHHDGJBG_02858	CDS	1521	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
KHHDGJBG_02859	CDS	516				hypothetical protein
KHHDGJBG_02860	CDS	1740				hypothetical protein
KHHDGJBG_02861	CDS	1239				hypothetical protein
KHHDGJBG_02862	CDS	1422	bchR	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
KHHDGJBG_02863	CDS	129				hypothetical protein
KHHDGJBG_02864	CDS	960				hypothetical protein
KHHDGJBG_02865	CDS	1173				hypothetical protein
KHHDGJBG_02866	CDS	1104				hypothetical protein
KHHDGJBG_02867	CDS	258				hypothetical protein
KHHDGJBG_02868	CDS	2280				hypothetical protein
KHHDGJBG_02869	CDS	630	degU_4		COG2197	Transcriptional regulatory protein DegU
KHHDGJBG_02870	CDS	558				hypothetical protein
KHHDGJBG_02871	CDS	831	cpo_1	1.11.1.10		Non-heme chloroperoxidase
KHHDGJBG_02872	CDS	735		1.-.-.-		putative oxidoreductase
KHHDGJBG_02873	CDS	255				hypothetical protein
KHHDGJBG_02874	CDS	792				hypothetical protein
KHHDGJBG_02875	CDS	288				hypothetical protein
KHHDGJBG_02876	CDS	864	azoB	1.7.-.-		NAD(P)H azoreductase
KHHDGJBG_02877	CDS	165				hypothetical protein
KHHDGJBG_02878	CDS	495				hypothetical protein
KHHDGJBG_02879	CDS	915				hypothetical protein
KHHDGJBG_02880	CDS	186				hypothetical protein
KHHDGJBG_02881	CDS	825	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
KHHDGJBG_02882	CDS	399				hypothetical protein
KHHDGJBG_02883	CDS	384				hypothetical protein
KHHDGJBG_02884	CDS	237				hypothetical protein
KHHDGJBG_02885	CDS	1020				Bifunctional NMN adenylyltransferase/Nudix hydrolase
KHHDGJBG_02886	CDS	1389				hypothetical protein
KHHDGJBG_02887	CDS	363				hypothetical protein
KHHDGJBG_02888	CDS	237	umuC_1		COG0389	Protein UmuC
KHHDGJBG_02889	CDS	1365	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
KHHDGJBG_02890	CDS	705	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
KHHDGJBG_02891	CDS	645				hypothetical protein
KHHDGJBG_02892	CDS	3165	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
KHHDGJBG_02893	CDS	684				hypothetical protein
KHHDGJBG_02894	CDS	1338				hypothetical protein
KHHDGJBG_02895	CDS	1113				hypothetical protein
KHHDGJBG_02896	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
KHHDGJBG_02897	CDS	327				hypothetical protein
KHHDGJBG_02898	CDS	399	ziaR			Transcriptional repressor SmtB 
KHHDGJBG_02899	CDS	2166	ziaA	7.2.2.12		Zinc-transporting ATPase
KHHDGJBG_02900	CDS	1377	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_02901	CDS	699	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
KHHDGJBG_02902	CDS	591				hypothetical protein
KHHDGJBG_02903	CDS	222				hypothetical protein
KHHDGJBG_02904	CDS	429			COG3039	IS5 family transposase IS5Sa2
KHHDGJBG_02905	CDS	291				hypothetical protein
KHHDGJBG_02906	CDS	969	thiL_2	2.7.4.16		Thiamine-monophosphate kinase
KHHDGJBG_02907	CDS	519				hypothetical protein
KHHDGJBG_02908	CDS	1089				hypothetical protein
KHHDGJBG_02909	CDS	1026	nitA	3.5.5.7		Aliphatic nitrilase
KHHDGJBG_02910	CDS	483				hypothetical protein
KHHDGJBG_02911	CDS	1251	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
KHHDGJBG_02912	CDS	1110				hypothetical protein
KHHDGJBG_02913	CDS	468				hypothetical protein
KHHDGJBG_02914	CDS	303				hypothetical protein
KHHDGJBG_02915	CDS	2655				hypothetical protein
KHHDGJBG_02916	CDS	2367	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHHDGJBG_02917	CDS	870				hypothetical protein
KHHDGJBG_02918	CDS	1518	spkD	2.7.11.1		Serine/threonine-protein kinase D
KHHDGJBG_02919	CDS	378				hypothetical protein
KHHDGJBG_02920	CDS	168				hypothetical protein
KHHDGJBG_02921	CDS	165				hypothetical protein
KHHDGJBG_02922	CDS	3759				hypothetical protein
KHHDGJBG_02923	CDS	465		3.6.1.25	COG2954	Inorganic triphosphatase
KHHDGJBG_02924	CDS	423				hypothetical protein
KHHDGJBG_02925	CDS	1359				hypothetical protein
KHHDGJBG_02926	CDS	405	zntR		COG0789	HTH-type transcriptional regulator ZntR
KHHDGJBG_02927	CDS	1254				hypothetical protein
KHHDGJBG_02928	CDS	438				hypothetical protein
KHHDGJBG_02929	CDS	786			COG3039	IS5 family transposase IS5Sb
KHHDGJBG_02930	CDS	543				hypothetical protein
KHHDGJBG_02931	CDS	285				IS630 family transposase ISTcSa
KHHDGJBG_02932	CDS	786			COG3039	IS5 family transposase IS5Sb
KHHDGJBG_02933	CDS	849				IS630 family transposase ISTcSa
KHHDGJBG_02934	CDS	294				IS630 family transposase ISTcSa
KHHDGJBG_02935	CDS	2808	pacL_3	7.2.2.10	COG0474	Calcium-transporting ATPase
KHHDGJBG_02936	CDS	1143	corA_1		COG0598	Cobalt/magnesium transport protein CorA
KHHDGJBG_02937	CDS	510				hypothetical protein
KHHDGJBG_02938	CDS	321				hypothetical protein
KHHDGJBG_02939	CDS	2955	polA	2.7.7.7	COG0258	DNA polymerase I
KHHDGJBG_02940	CDS	1209				hypothetical protein
KHHDGJBG_02941	CDS	660				IS701 family transposase IS4Sa2
KHHDGJBG_02942	CDS	411				hypothetical protein
KHHDGJBG_02943	CDS	345			COG3039	IS5 family transposase IS5Sb
KHHDGJBG_02944	CDS	921				hypothetical protein
KHHDGJBG_02945	CDS	393	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KHHDGJBG_02946	CDS	1287	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
KHHDGJBG_02947	CDS	414	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
KHHDGJBG_02948	CDS	969	ybhN		COG0392	Inner membrane protein YbhN
KHHDGJBG_02949	CDS	402				hypothetical protein
KHHDGJBG_02950	CDS	387				hypothetical protein
KHHDGJBG_02951	CDS	243				hypothetical protein
KHHDGJBG_02952	CDS	1050	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
KHHDGJBG_02953	CDS	111	petM			Cytochrome b6-f complex subunit 7
KHHDGJBG_02954	CDS	1125	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
KHHDGJBG_02955	CDS	1569				hypothetical protein
KHHDGJBG_02956	CDS	495				hypothetical protein
KHHDGJBG_02957	CDS	252				hypothetical protein
KHHDGJBG_02958	CDS	1098	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KHHDGJBG_02959	CDS	1854				hypothetical protein
KHHDGJBG_02960	CDS	1155	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
KHHDGJBG_02961	CDS	1032	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
KHHDGJBG_02962	CDS	483				hypothetical protein
KHHDGJBG_02963	CDS	450				hypothetical protein
KHHDGJBG_02964	CDS	3600	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
KHHDGJBG_02965	CDS	573				hypothetical protein
KHHDGJBG_02966	CDS	1848	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHHDGJBG_02967	CDS	813	modA		COG0725	Molybdate-binding protein ModA
KHHDGJBG_02968	CDS	2511				hypothetical protein
KHHDGJBG_02969	CDS	939				hypothetical protein
KHHDGJBG_02970	CDS	225	ycf12			Photosystem II reaction center protein Ycf12
KHHDGJBG_02971	CDS	372				hypothetical protein
KHHDGJBG_02972	CDS	2163	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KHHDGJBG_02973	CDS	561				hypothetical protein
KHHDGJBG_02974	CDS	486				hypothetical protein
KHHDGJBG_02975	CDS	4209	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_02976	CDS	492				hypothetical protein
KHHDGJBG_02977	CDS	3003				hypothetical protein
KHHDGJBG_02978	CDS	549				hypothetical protein
KHHDGJBG_02979	CDS	360	afsQ1			Transcriptional regulatory protein AfsQ1
KHHDGJBG_02980	CDS	1209	rcsC_25	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_02981	CDS	1755				hypothetical protein
KHHDGJBG_02982	CDS	918	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
KHHDGJBG_02983	CDS	315	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
KHHDGJBG_02984	CDS	1011	cbiX	4.99.1.3		Sirohydrochlorin cobaltochelatase
KHHDGJBG_02985	CDS	108				hypothetical protein
KHHDGJBG_02986	CDS	1302	mgsA	4.2.3.3		Methylglyoxal synthase
KHHDGJBG_02987	CDS	1170	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
KHHDGJBG_02988	CDS	777				hypothetical protein
KHHDGJBG_02989	CDS	1506	crtNb_2	1.14.99.44		4,4'-diapolycopene oxygenase
KHHDGJBG_02990	CDS	1188				hypothetical protein
KHHDGJBG_02991	CDS	399				hypothetical protein
KHHDGJBG_02992	CDS	1074				hypothetical protein
KHHDGJBG_02993	CDS	915	cmpR_3			HTH-type transcriptional activator CmpR
KHHDGJBG_02994	CDS	1359	cmpA			Bicarbonate-binding protein CmpA
KHHDGJBG_02995	CDS	843	cmpB_2			Bicarbonate transport system permease protein CmpB
KHHDGJBG_02996	CDS	1731				putative protein
KHHDGJBG_02997	CDS	2004	cmpC_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
KHHDGJBG_02998	CDS	849	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
KHHDGJBG_02999	CDS	1524	ndhD1_4	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
KHHDGJBG_03000	CDS	147				hypothetical protein
KHHDGJBG_03001	CDS	1905	nuoL_3	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KHHDGJBG_03002	CDS	1035				hypothetical protein
KHHDGJBG_03003	CDS	306				hypothetical protein
KHHDGJBG_03004	CDS	693	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
KHHDGJBG_03005	CDS	783	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
KHHDGJBG_03006	CDS	699	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KHHDGJBG_03007	CDS	1518	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KHHDGJBG_03008	CDS	1665				hypothetical protein
KHHDGJBG_03009	CDS	123				hypothetical protein
KHHDGJBG_03010	CDS	1266				hypothetical protein
KHHDGJBG_03011	CDS	972	lacF_2			Lactose transport system permease protein LacF
KHHDGJBG_03012	CDS	897	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
KHHDGJBG_03013	CDS	816				hypothetical protein
KHHDGJBG_03014	CDS	1119	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
KHHDGJBG_03015	CDS	2520	cpoB_2			Cell division coordinator CpoB
KHHDGJBG_03016	CDS	1842				hypothetical protein
KHHDGJBG_03017	CDS	1053	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
KHHDGJBG_03018	CDS	909				hypothetical protein
KHHDGJBG_03019	CDS	501				hypothetical protein
KHHDGJBG_03020	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
KHHDGJBG_03021	CDS	1164	corA_2		COG0598	Cobalt/magnesium transport protein CorA
KHHDGJBG_03022	CDS	750	uppS	2.5.1.-		Isoprenyl transferase
KHHDGJBG_03023	CDS	912	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KHHDGJBG_03024	CDS	1410	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KHHDGJBG_03025	CDS	1425	era_4			GTPase Era
KHHDGJBG_03026	CDS	1755	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
KHHDGJBG_03027	CDS	957		2.4.-.-		putative glycosyltransferase
KHHDGJBG_03028	CDS	711				hypothetical protein
KHHDGJBG_03029	CDS	597	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KHHDGJBG_03030	CDS	1239	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
KHHDGJBG_03031	CDS	2973	ycf3_5			Photosystem I assembly protein Ycf3
KHHDGJBG_03032	CDS	801	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KHHDGJBG_03033	CDS	453				hypothetical protein
KHHDGJBG_03034	CDS	822				hypothetical protein
KHHDGJBG_03035	CDS	945		1.-.-.-	COG0667	putative oxidoreductase
KHHDGJBG_03036	CDS	1182				hypothetical protein
KHHDGJBG_03037	CDS	1389	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
KHHDGJBG_03038	tRNA	86				tRNA-Tyr(gta)
KHHDGJBG_03039	tRNA	72				tRNA-Thr(ggt)
KHHDGJBG_03040	CDS	906				hypothetical protein
KHHDGJBG_03041	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
KHHDGJBG_03042	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
KHHDGJBG_03043	CDS	531	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KHHDGJBG_03044	CDS	366	ssb		COG0629	Single-stranded DNA-binding protein
KHHDGJBG_03045	CDS	231				hypothetical protein
KHHDGJBG_03046	CDS	879	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
KHHDGJBG_03047	CDS	1059	psbD_2	1.10.3.9		Photosystem II D2 protein
KHHDGJBG_03048	CDS	588				hypothetical protein
KHHDGJBG_03049	CDS	1311				hypothetical protein
KHHDGJBG_03050	CDS	279				hypothetical protein
KHHDGJBG_03051	CDS	633	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KHHDGJBG_03052	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
KHHDGJBG_03053	CDS	243				hypothetical protein
KHHDGJBG_03054	CDS	1110	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
KHHDGJBG_03055	CDS	255				hypothetical protein
KHHDGJBG_03056	CDS	1134	dnaJ_4		COG0484	Chaperone protein DnaJ
KHHDGJBG_03057	CDS	504	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
KHHDGJBG_03058	CDS	876	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
KHHDGJBG_03059	CDS	888	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
KHHDGJBG_03060	CDS	1626				hypothetical protein
KHHDGJBG_03061	CDS	1071	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
KHHDGJBG_03062	CDS	1338	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
KHHDGJBG_03063	CDS	681	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KHHDGJBG_03064	CDS	1416	tig	5.2.1.8		Trigger factor
KHHDGJBG_03065	CDS	1017	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KHHDGJBG_03066	CDS	906	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KHHDGJBG_03067	CDS	1923	rnjA	3.1.-.-	COG0595	Ribonuclease J1
KHHDGJBG_03068	CDS	735				hypothetical protein
KHHDGJBG_03069	CDS	606	coaE	2.7.1.24		Dephospho-CoA kinase
KHHDGJBG_03070	CDS	3072				hypothetical protein
KHHDGJBG_03071	CDS	2196		4.1.2.-		phosphoketolase
KHHDGJBG_03072	CDS	1140	rip3		COG0517	Putative zinc metalloprotease Rip3
KHHDGJBG_03073	CDS	657			COG0325	Pyridoxal phosphate homeostasis protein
KHHDGJBG_03074	CDS	396				hypothetical protein
KHHDGJBG_03075	CDS	237				hypothetical protein
KHHDGJBG_03076	CDS	1344			COG4398	putative protein
KHHDGJBG_03077	CDS	2733	valS	6.1.1.9	COG0525	Valine--tRNA ligase
KHHDGJBG_03078	CDS	312	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KHHDGJBG_03079	CDS	597	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KHHDGJBG_03080	CDS	582	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
KHHDGJBG_03081	CDS	1119	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
KHHDGJBG_03082	CDS	1146	pyrD_2	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
KHHDGJBG_03083	CDS	444	sufE		COG2166	Cysteine desulfuration protein SufE
KHHDGJBG_03084	CDS	1278	PSK	2.7.1.47	COG1070	D-ribulose kinase
KHHDGJBG_03085	CDS	156				hypothetical protein
KHHDGJBG_03086	CDS	324				hypothetical protein
KHHDGJBG_03087	CDS	219				hypothetical protein
KHHDGJBG_03088	CDS	693				hypothetical protein
KHHDGJBG_03089	CDS	2610				hypothetical protein
KHHDGJBG_03090	CDS	1014	gap2	1.2.1.59		Glyceraldehyde-3-phosphate dehydrogenase 2
KHHDGJBG_03091	CDS	1503	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
KHHDGJBG_03092	CDS	954	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KHHDGJBG_03093	CDS	354				hypothetical protein
KHHDGJBG_03094	CDS	471	bfr_2	1.16.3.1		Bacterioferritin
KHHDGJBG_03095	CDS	249				hypothetical protein
KHHDGJBG_03096	CDS	699	recR		COG0353	Recombination protein RecR
KHHDGJBG_03097	CDS	564				hypothetical protein
KHHDGJBG_03098	CDS	2118				hypothetical protein
KHHDGJBG_03099	CDS	1911	der_2			GTPase Der
KHHDGJBG_03100	CDS	1530				hypothetical protein
KHHDGJBG_03101	CDS	870				hypothetical protein
KHHDGJBG_03102	tRNA	88				tRNA-Leu(taa)
KHHDGJBG_03103	CDS	708				hypothetical protein
KHHDGJBG_03104	CDS	1428				hypothetical protein
KHHDGJBG_03105	CDS	753	sphR_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
KHHDGJBG_03106	CDS	807	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
KHHDGJBG_03107	CDS	786				hypothetical protein
KHHDGJBG_03108	CDS	786				hypothetical protein
KHHDGJBG_03109	CDS	1059	sbpA			Sulfate-binding protein
KHHDGJBG_03110	CDS	294				hypothetical protein
KHHDGJBG_03111	CDS	861	cysT			Sulfate transport system permease protein CysT
KHHDGJBG_03112	CDS	831	cysW		COG4208	Sulfate transport system permease protein CysW
KHHDGJBG_03113	CDS	1068	cysA_3	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KHHDGJBG_03114	CDS	528				hypothetical protein
KHHDGJBG_03115	CDS	1182	chrA1			Chromate transport protein
KHHDGJBG_03116	CDS	510	apcD_2			Phycobiliprotein beta chain
KHHDGJBG_03117	CDS	3120				hypothetical protein
KHHDGJBG_03118	CDS	597				hypothetical protein
KHHDGJBG_03119	CDS	1902				hypothetical protein
KHHDGJBG_03120	CDS	1686	mnmE_2	3.6.-.-		tRNA modification GTPase MnmE
KHHDGJBG_03121	CDS	2088	fusA_3			Elongation factor G 1
KHHDGJBG_03122	CDS	798	moaA_4			GTP 3',8-cyclase
KHHDGJBG_03123	tmRNA	396	ssrA			transfer-messenger RNA, SsrA
KHHDGJBG_03124	CDS	231	nfuA			Fe/S biogenesis protein NfuA
KHHDGJBG_03125	CDS	1047	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
KHHDGJBG_03126	CDS	384				hypothetical protein
KHHDGJBG_03127	CDS	771	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
KHHDGJBG_03128	CDS	1662	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KHHDGJBG_03129	CDS	381				hypothetical protein
KHHDGJBG_03130	CDS	387	psaK			Photosystem I reaction center subunit PsaK
KHHDGJBG_03131	CDS	1278	rpoD			RNA polymerase sigma factor RpoD
KHHDGJBG_03132	rRNA	1486				16S ribosomal RNA
KHHDGJBG_03133	tRNA	76				tRNA-Ile(gat)
KHHDGJBG_03134	rRNA	2882				23S ribosomal RNA
KHHDGJBG_03135	CDS	762				hypothetical protein
KHHDGJBG_03136	CDS	543				hypothetical protein
KHHDGJBG_03137	CDS	1197				hypothetical protein
KHHDGJBG_03138	tRNA	84				tRNA-Leu(cag)
KHHDGJBG_03139	CDS	1803				hypothetical protein
KHHDGJBG_03140	CDS	996				hypothetical protein
KHHDGJBG_03141	CDS	2085	prlC	3.4.24.70	COG0339	Oligopeptidase A
KHHDGJBG_03142	CDS	768	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KHHDGJBG_03143	CDS	1470				hypothetical protein
KHHDGJBG_03144	CDS	678				hypothetical protein
KHHDGJBG_03145	CDS	249				hypothetical protein
KHHDGJBG_03146	CDS	318				hypothetical protein
KHHDGJBG_03147	CDS	2088	speA_3	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
KHHDGJBG_03148	CDS	753				hypothetical protein
KHHDGJBG_03149	CDS	957	nadA	2.5.1.72	COG0379	Quinolinate synthase A
KHHDGJBG_03150	CDS	747	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
KHHDGJBG_03151	CDS	258				hypothetical protein
KHHDGJBG_03152	CDS	363				hypothetical protein
KHHDGJBG_03153	CDS	2607	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KHHDGJBG_03154	CDS	828				hypothetical protein
KHHDGJBG_03155	CDS	144				hypothetical protein
KHHDGJBG_03156	CDS	522				hypothetical protein
KHHDGJBG_03157	CDS	537				hypothetical protein
KHHDGJBG_03158	CDS	159				hypothetical protein
KHHDGJBG_03159	CDS	4641	gltS_3	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
KHHDGJBG_03160	CDS	99				hypothetical protein
KHHDGJBG_03161	CDS	1002	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
KHHDGJBG_03162	CDS	1275	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KHHDGJBG_03163	CDS	1098				hypothetical protein
KHHDGJBG_03164	CDS	2532	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KHHDGJBG_03165	CDS	1194	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
KHHDGJBG_03166	tRNA	74				tRNA-Val(gac)
KHHDGJBG_03167	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KHHDGJBG_03168	CDS	1206	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
KHHDGJBG_03169	CDS	330				hypothetical protein
KHHDGJBG_03170	CDS	888		2.7.1.-	COG3001	putative ketoamine kinase
KHHDGJBG_03171	CDS	777	sigB		COG1191	RNA polymerase sigma-B factor
KHHDGJBG_03172	CDS	342				putative protein
KHHDGJBG_03173	CDS	1188				hypothetical protein
KHHDGJBG_03174	CDS	1047	pkwA_3	2.7.11.1		putative serine/threonine-protein kinase PkwA
KHHDGJBG_03175	CDS	2298				hypothetical protein
KHHDGJBG_03176	CDS	411				hypothetical protein
KHHDGJBG_03177	CDS	804	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
KHHDGJBG_03178	CDS	552				hypothetical protein
KHHDGJBG_03179	CDS	660				hypothetical protein
KHHDGJBG_03180	CDS	681				hypothetical protein
KHHDGJBG_03181	CDS	855				hypothetical protein
KHHDGJBG_03182	CDS	789		1.10.3.-	COG1496	Polyphenol oxidase
KHHDGJBG_03183	CDS	270	remA		COG2052	Extracellular matrix regulatory protein A
KHHDGJBG_03184	CDS	1440				hypothetical protein
KHHDGJBG_03185	CDS	321				hypothetical protein
KHHDGJBG_03186	CDS	489	scpB			Segregation and condensation protein B
KHHDGJBG_03187	CDS	1689				hypothetical protein
KHHDGJBG_03188	CDS	633				hypothetical protein
KHHDGJBG_03189	CDS	489				hypothetical protein
KHHDGJBG_03190	CDS	1431	ndbB_2	1.6.5.12		Demethylphylloquinone reductase NdbB
KHHDGJBG_03191	CDS	543				hypothetical protein
KHHDGJBG_03192	CDS	1152				hypothetical protein
KHHDGJBG_03193	CDS	1356				hypothetical protein
KHHDGJBG_03194	CDS	723	pgl	3.1.1.31		6-phosphogluconolactonase
KHHDGJBG_03195	CDS	2499				hypothetical protein
KHHDGJBG_03196	CDS	201				hypothetical protein
KHHDGJBG_03197	CDS	108				hypothetical protein
KHHDGJBG_03198	CDS	363				hypothetical protein
KHHDGJBG_03199	CDS	894	walK	2.7.13.3		Sensor histidine kinase WalK
KHHDGJBG_03200	CDS	1017			COG3385	IS4 family transposase IS4Sa
KHHDGJBG_03201	CDS	1446				hypothetical protein
KHHDGJBG_03202	CDS	444				hypothetical protein
KHHDGJBG_03203	CDS	750				hypothetical protein
KHHDGJBG_03204	CDS	705	mprA_3		COG0745	Response regulator MprA
KHHDGJBG_03205	CDS	222				hypothetical protein
KHHDGJBG_03206	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
